,transaction_id,account_id,transaction_time,transaction_type,balance,transaction_amount,location,source_conf,is_fraud
0,1230008369,24528694,1078520903.0,payment,42433.91,3720.91,US,0.1242447587874395,True
1,8829852256,79642444,1046073795.0,payment,94916.14,3220.0,US,0.07968309075509876,True
2,9193736651,29836811,1063169649.0,payment,15828.76,4900.13,US,0.30819392310302046,True
3,2645200770,53629812,1085027713.0,payment,10583.44,2860.0,US,0.07336457484203439,True
4,3710345544,29525312,1069472826.0,payment,34163.43,2960.57,US,0.9975990177896079,False
5,1090660141,50799825,1011662191.0,payment,67132.65,1910.0,US,0.046261554963572746,True
6,4740435461,65183217,1062018729.0,transfer,82780.19,460.0,US,N/A,False
7,7384387765,62415182,1025157647.0,payment,92970.13,4941.0,US,0.9347474193416409,False
8,6880956381,64277415,1018680684.0,payment,32921.66,1763.71,US,0.9738634403605346,False
9,3331068627,17739912,1084524997.0,deposit,75892.27,1481.45,MEX,N/A,False
10,6874794191,92394025,1099496159.0,payment,33563.59,3902.0,US,0.9187442196529,False
11,9284500880,31272495,1022743587.0,withdrawal,38164.97,2744.0,US,N/A,True
12,6521836007,14502994,1021223873.0,payment,65598.52,3219.8,US,0.9651994287150211,False
13,7858546491,11964507,1077596672.0,transfer,14527.48,578.72,US,N/A,False
14,3947329121,37387928,1063628964.0,payment,6963.82,4868.0,US,0.9499878570379493,False
15,9264352669,72400156,1064034758.0,payment,47521.99,4230.73,US,0.21111068349805448,True
16,4785494519,90515662,1068290798.0,interest,25501.25,0.04,N/A,N/A,False
17,2871197556,23058103,1027443483.0,payment,63310.89,568.17,US,0.9124062536192357,False
18,8722586799,63079786,1001372663.0,payment,19104.49,2820.0,US,0.49411234111128993,True
19,6261536708,19618278,1066713904.0,payment,54671.41,2350.45,US,0.285536350897102,True
20,8109312845,48158063,1000180261.0,payment,13285.7,4570.0,US,0.42080939597685707,True
21,6885000387,54656700,1071213234.0,payment,30487.38,3273.32,US,0.9487821589469646,False
22,7329083280,13708773,1002131088.0,interest,40282.15,0.07,N/A,N/A,False
23,9336677550,23001483,1039524984.0,payment,56898.1,2170.0,US,0.34783920728414064,True
24,7643408062,19098005,1006997415.0,payment,48871.61,3720.25,US,0.29081651962756544,True
25,5510755991,51225359,1042337825.0,payment,38387.78,3030.0,US,0.3512913122844113,True
26,2944976453,27413494,1051614300.0,payment,44886.01,3000.0,US,0.11811220976711205,True
